################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Post first-round Questionnaire
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants after the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what did you do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: did you vote sincerely? (t = yes / f = no)
# * Column 15: did you vote strategically? (t = yes / f = no)
# * Column 16: did you have another motivation? (free text)
# * Column 17: now that you know the results of the first round, do you think you did the right choice?
#   (-2 = not at all / -1 = rather not / 1 = rather yes / 2 = absolutely)
# * Column 18: if you could revote, what would you do? (vote for candidate X / blanc = blank /
#   abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 19: if you are noty satisfied, is it because you should have voted sincerely? (t = yes / f = no)
# * Column 20: if you are noty satisfied, is it because you should have voted strategically? (t = yes / f = no)
# * Column 21: if you are noty satisfied, is it for another reason? (free text)
# * Column 22: What do you plan to do for the second round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 23: vote is a right (t = yes / f = no)
# * Column 24: vote is a duty (t = yes / f = no)
# * Column 25: vote is a chance (t = yes / f = no)
# * Column 26: vote is useful (t = yes / f = no)
# * Column 27: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 28: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 29: gender (h = male / f = female)
# * Column 30: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 31: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
"Voter","Appreciation Approval","Appreciation Evaluation 0/1/2","Appreciation Evaluation 0/1/2/3","Appreciation Evaluation -1/0/1/2","Appreciation Evaluation -1/0/1","Appreciation Borda 4","Appreciation STV 4-11","Appreciation STV 1-11","Appreciation Evaluation Continuous","Appreciation Condorcet","Appreciation two round majority","official vote","I voted sincerely","I voted strategically","Other motivation","Regret evaluation","I should have voted...","I should have voted sincerely","I should have voted strategically","I should have voted otherwise","second round","vote is a right","vote is a duty","vote is a chance","vote is useful","left right","age","gender","studies","socioprofessional"
"Voter 29556","0","(NP)","(NP)","0","(NP)","(NP)","(NP)","0","","","0","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","f","f","8","40-49","h","superieur","prive"
"Voter 29557","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","3","18-29","h","superieur","public"
"Voter 29558","(NP)","0","(NP)","(NP)","0","(NP)","(NP)","0","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","t","5","18-29","f","superieur","autre"
"Voter 29559","(NP)","(NP)","2","2","(NP)","(NP)","(NP)","1","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","","","3","40-49","f","superieur","prive"
"Voter 29560","(NP)","(NP)","1","1","(NP)","1","(NP)","(NP)","","","1","abstention","f","f","","-2","Jean-Luc Mélenchon","f","f","J'aurai du voter","Emmanuel Macron","t","t","t","t","2","18-29","f","superieur","etudiant"
"Voter 29561","1","(NP)","(NP)","2","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","5","18-29","h","superieur","prive"
"Voter 29562","-1","(NP)","-2","(NP)","(NP)","(NP)","-1","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","chomage"
"Voter 29563","(NP)","(NP)","0","0","(NP)","1","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","etudiant"
"Voter 29564","(NP)","(NP)","0","0","(NP)","(NP)","0","(NP)","","","-1","Emmanuel Macron","t","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","f","3","30-39","h","superieur","autre"
"Voter 29565","(NP)","-1","(NP)","(NP)","-1","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Marine Le Pen","t","t","t","f","","18-29","h","superieur","prive"
"Voter 29566","(NP)","(NP)","0","1","(NP)","(NP)","1","(NP)","","","-2","Benoît Hamon","t","f","","1","abstention","f","f","","abstention","t","t","t","t","6","30-39","f","superieur","prive"
"Voter 29567","1","(NP)","(NP)","1","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","1","18-29","f","superieur","public"
"Voter 29568","-1","(NP)","(NP)","0","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","30-39","h","superieur","prive"
"Voter 29569","1","(NP)","(NP)","-1","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","etudiant"
"Voter 29570","2","(NP)","(NP)","-1","(NP)","(NP)","(NP)","1","","","0","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","f","2","18-29","h","superieur","prive"
"Voter 29571","0","(NP)","(NP)","(NP)","0","(NP)","(NP)","0","","","-2","Benoît Hamon","t","f","","-1","Benoît Hamon","f","t","","ne se prononce pas","t","t","t","f","1","60-69","h","superieur","retraite"
"Voter 29572","1","(NP)","(NP)","2","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","f","f","Candidat le moins détesté.","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","6","30-39","h","superieur","prive"
"Voter 29573","(NP)","(NP)","0","0","(NP)","1","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","f","f","0","18-29","f","superieur","etudiant"
"Voter 29574","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","0","","","0","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","30-39","h","superieur","public"
"Voter 29575","(NP)","(NP)","1","1","(NP)","(NP)","-1","(NP)","","","1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","50-59","f","secondaire","public"
"Voter 29576","(NP)","","(NP)","(NP)","-2","(NP)","","(NP)","","","","blanc","f","f","","1","blanc","f","f","","Emmanuel Macron","","","","","","","","",""
"Voter 29577","1","(NP)","(NP)","0","(NP)","(NP)","(NP)","-1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","8","30-39","f","secondaire","autre"
"Voter 29578","-1","(NP)","1","(NP)","(NP)","(NP)","(NP)","-2","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","","t","","2","60-69","f","superieur","autre"
"Voter 29579","2","(NP)","(NP)","1","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","8","18-29","h","superieur","etudiant"
"Voter 29580","2","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","","","-2","Benoît Hamon","f","t","","1","blanc","f","t","","abstention","t","t","f","f","5","18-29","h","superieur","prive"
"Voter 29581","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Marine Le Pen","t","f","","2","Marine Le Pen","f","f","","Marine Le Pen","","","","","","","","",""
"Voter 29582","0","(NP)","0","(NP)","(NP)","(NP)","0","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","t","f","","ne se prononce pas","t","t","f","f","3","30-39","h","superieur","prive"
"Voter 29583","1","(NP)","(NP)","(NP)","2","(NP)","1","(NP)","","","-1","Benoît Hamon","t","f","","1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","","t","t","","4","18-29","f","superieur","prive"
"Voter 29584","(NP)","(NP)","1","1","(NP)","(NP)","-1","(NP)","","","1","François Fillon","f","t","","-1","Nicolas Dupont-Aignan","t","f","","abstention","t","t","t","f","9","18-29","h","superieur","public"
"Voter 29585","(NP)","1","(NP)","(NP)","1","(NP)","0","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","f","t","4","40-49","f","superieur","chomage"
"Voter 29586","(NP)","(NP)","1","1","(NP)","(NP)","1","(NP)","","","-1","Jean-Luc Mélenchon","f","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","f","3","18-29","f","superieur","prive"
"Voter 29587","(NP)","(NP)","0","1","(NP)","(NP)","(NP)","1","","","","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","t","t","t","2","30-39","f","superieur","prive"
"Voter 29588","1","(NP)","(NP)","2","(NP)","0","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","1","","f","f","","Emmanuel Macron","","t","","","5","18-29","f","superieur","public"
"Voter 29589","2","(NP)","1","(NP)","(NP)","(NP)","(NP)","1","","","-1","Emmanuel Macron","f","t","","1","Benoît Hamon","t","f","","Emmanuel Macron","f","t","t","t","2","18-29","f","superieur","liberal"
"Voter 29590","1","(NP)","(NP)","(NP)","1","(NP)","-1","(NP)","","","1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","f","t","4","18-29","h","superieur","prive"
"Voter 29591","0","(NP)","(NP)","(NP)","1","(NP)","(NP)","-1","","","-2","non inscrit","f","f","","","","f","f","","non inscrit","t","f","t","t","5","50-59","h","superieur","retraite"
"Voter 29592","(NP)","(NP)","1","-1","(NP)","(NP)","1","(NP)","","","-1","non inscrit","f","f","","","","f","f","","non inscrit","t","t","t","t","4","18-29","h","superieur","autre"
"Voter 29593","1","(NP)","1","(NP)","(NP)","0","(NP)","(NP)","","","1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","","t","t","5","50-59","f","superieur","prive"
"Voter 29594","(NP)","(NP)","0","0","(NP)","(NP)","(NP)","0","","","-1","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","t","f","","blanc","t","t","t","t","2","18-29","f","superieur","public"
"Voter 29595","1","(NP)","2","(NP)","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","1","30-39","h","superieur","public"
"Voter 29596","(NP)","(NP)","2","2","(NP)","1","(NP)","(NP)","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","3","40-49","h","superieur","public"
"Voter 29597","2","(NP)","-1","(NP)","(NP)","(NP)","-1","(NP)","","","1","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","f","superieur","etudiant"
"Voter 29598","(NP)","1","(NP)","(NP)","1","1","(NP)","(NP)","","","0","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","public"
"Voter 29599","2","(NP)","1","(NP)","(NP)","(NP)","1","(NP)","","","1","Benoît Hamon","t","f","","1","Benoît Hamon","f","t","","Emmanuel Macron","t","t","t","f","4","18-29","f","superieur","etudiant"
"Voter 29600","(NP)","2","(NP)","(NP)","2","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","3","18-29","f","superieur","etudiant"
"Voter 29601","1","(NP)","(NP)","2","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","les autres aurait du voter pour mon candidat","Emmanuel Macron","t","t","t","t","2","30-39","h","superieur","prive"
"Voter 29602","(NP)","(NP)","","0","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","","5","30-39","f","superieur","prive"
"Voter 29603","(NP)","-1","(NP)","(NP)","-1","(NP)","2","(NP)","","","2","Jean-Luc Mélenchon","t","t","","1","","f","f","","Emmanuel Macron","t","t","t","t","2","40-49","f","superieur","prive"
"Voter 29604","1","(NP)","1","(NP)","(NP)","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","t","t","4","18-29","h","superieur","etudiant"
"Voter 29605","1","(NP)","1","(NP)","(NP)","(NP)","-1","(NP)","","","-2","Jean-Luc Mélenchon","f","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","1","30-39","h","superieur","public"
"Voter 29606","(NP)","(NP)","2","1","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","30-39","h","superieur","prive"
"Voter 29607","(NP)","-1","(NP)","(NP)","-1","(NP)","(NP)","1","","","-1","François Fillon","t","f","","2","François Fillon","f","f","","Emmanuel Macron","t","f","t","t","6","40-49","h","superieur","prive"
"Voter 29608","(NP)","(NP)","0","0","(NP)","0","(NP)","(NP)","","","1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","f","f","3","18-29","h","superieur","etudiant"
"Voter 29609","-1","(NP)","(NP)","(NP)","1","1","(NP)","(NP)","","","-2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","abstention","t","t","t","","2","50-59","h","superieur","public"
"Voter 29610","(NP)","0","(NP)","(NP)","-1","-1","(NP)","(NP)","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","h","superieur","prive"
"Voter 29611","1","(NP)","(NP)","-1","(NP)","(NP)","-1","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","0","30-39","f","secondaire","chomage"
"Voter 29612","1","(NP)","(NP)","2","(NP)","(NP)","0","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","f","t","f","0","18-29","h","superieur","etudiant"
"Voter 29613","0","(NP)","(NP)","1","(NP)","2","(NP)","(NP)","","","1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","10","18-29","f","superieur","etudiant"
"Voter 29614","(NP)","(NP)","1","1","(NP)","(NP)","1","(NP)","","","-1","Benoît Hamon","t","f","","-1","Benoît Hamon","f","t","","Emmanuel Macron","t","t","","","3","18-29","h","superieur","chomage"
"Voter 29615","(NP)","(NP)","1","1","(NP)","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","","","","1","18-29","f","superieur","public"
"Voter 29616","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","2","","","-1","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","abstention","t","t","t","t","5","30-39","h","superieur","prive"
"Voter 29617","(NP)","1","(NP)","(NP)","0","(NP)","(NP)","-1","","","0","Benoît Hamon","f","f","Je savais qu'il ne passerait pas pour le soutenir.","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","30-39","f","secondaire","public"
"Voter 29618","1","(NP)","(NP)","1","(NP)","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","1","ne se prononce pas","f","f","","Emmanuel Macron","t","f","t","f","3","30-39","h","superieur","public"
"Voter 29619","1","(NP)","(NP)","0","(NP)","(NP)","(NP)","1","","","1","Emmanuel Macron","f","t","Dans mes 2 dernieres possibilitées, et choix par rapport au 2nd tour","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","6","40-49","h","superieur","prive"
"Voter 29620","-1","(NP)","(NP)","(NP)","1","2","(NP)","(NP)","","","-1","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","blanc","t","t","t","t","1","18-29","f","superieur","liberal"
"Voter 29621","(NP)","-1","(NP)","(NP)","-1","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","-2","Benoît Hamon","f","f","Que ses consignes de vote sont tout à fait insatisfaisantes ainsi que sa posture au terme","Emmanuel Macron","t","t","t","t","0","40-49","f","superieur","prive"
"Voter 29622","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","f","t","","2","","f","f","","Marine Le Pen","t","f","f","f","2","40-49","f","superieur","prive"
"Voter 29623","0","(NP)","-1","(NP)","(NP)","2","(NP)","(NP)","","","1","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","f","t","7","18-29","h","superieur","etudiant"
"Voter 29624","(NP)","(NP)","-1","2","(NP)","(NP)","(NP)","-2","","","-2","abstention","f","f","","","","f","f","","abstention","t","f","t","t","4","18-29","h","superieur","etudiant"
"Voter 29625","(NP)","(NP)","-1","-1","(NP)","(NP)","-1","(NP)","","","-2","Marine Le Pen","t","f","","2","Marine Le Pen","f","f","","Marine Le Pen","t","t","","f","10","18-29","h","superieur","autre"
"Voter 29626","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","ne se prononce pas","f","f","","","","f","f","","","","","","","","","","",""
"Voter 29627","0","(NP)","(NP)","(NP)","0","-1","(NP)","(NP)","","","1","blanc","f","f","","1","blanc","f","f","","Emmanuel Macron","t","","t","t","5","30-39","h","superieur","prive"
"Voter 29628","1","(NP)","(NP)","-1","(NP)","(NP)","(NP)","1","","","-1","ne se prononce pas","t","f","","1","","f","f","","ne se prononce pas","t","t","t","t","4","40-49","h","superieur","prive"
"Voter 29629","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","2","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","1","18-29","f","superieur","etudiant"
"Voter 29630","(NP)","1","(NP)","(NP)","1","(NP)","1","(NP)","","","-1","Emmanuel Macron","t","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","50-59","h","superieur","public"
"Voter 29631","(NP)","1","(NP)","(NP)","1","(NP)","0","(NP)","","","-1","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","blanc","t","t","t","t","2","18-29","h","superieur","public"
"Voter 29632","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","30-39","f","superieur","prive"
"Voter 29633","-1","(NP)","-1","(NP)","(NP)","-1","(NP)","(NP)","","","-2","abstention","f","f","","2","abstention","f","f","","abstention","t","t","f","f","5","30-39","h","superieur","liberal"
"Voter 29634","(NP)","2","(NP)","(NP)","2","(NP)","2","(NP)","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","h","superieur","prive"
"Voter 29635","0","(NP)","(NP)","0","(NP)","0","(NP)","(NP)","","","0","Jean Lassalle","t","f","","2","Jean Lassalle","f","f","","Emmanuel Macron","t","t","","","6","30-39","h","superieur","prive"
"Voter 29636","1","(NP)","(NP)","1","(NP)","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","2","18-29","f","superieur","prive"
"Voter 29637","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","-1","","","-2","Emmanuel Macron","f","t","","2","Emmanuel Macron","t","f","","Emmanuel Macron","t","t","t","f","3","18-29","f","superieur","etudiant"
"Voter 29638","1","(NP)","(NP)","(NP)","1","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","t","t","t","4","18-29","f","superieur","prive"
"Voter 29639","0","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","","","-1","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","t","t","t","3","18-29","f","superieur","autre"
"Voter 29640","(NP)","(NP)","2","2","(NP)","(NP)","(NP)","2","","","-2","Marine Le Pen","t","t","","2","Marine Le Pen","f","f","","Marine Le Pen","t","f","t","t","","18-29","f","superieur","prive"
"Voter 29641","(NP)","(NP)","2","2","(NP)","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","t","0","18-29","f","superieur","etudiant"
"Voter 29642","2","(NP)","2","(NP)","(NP)","(NP)","(NP)","2","","","-1","Jean Lassalle","t","f","","2","Jean Lassalle","f","t","","blanc","t","","","t","5","18-29","h","superieur","etudiant"
"Voter 29643","1","(NP)","(NP)","1","(NP)","1","(NP)","(NP)","","","-1","Emmanuel Macron","f","t","","1","Benoît Hamon","t","f","","Emmanuel Macron","t","t","t","t","3","18-29","f","superieur","public"
"Voter 29644","(NP)","0","(NP)","(NP)","1","2","(NP)","(NP)","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","","30-39","h","superieur","prive"
"Voter 29645","-1","(NP)","(NP)","(NP)","1","0","(NP)","(NP)","","","0","Benoît Hamon","f","t","","-2","Jean-Luc Mélenchon","t","t","","Emmanuel Macron","t","t","t","t","3","30-39","f","superieur","prive"
"Voter 29646","(NP)","1","(NP)","(NP)","-1","(NP)","(NP)","-1","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","ne se prononce pas","t","f","t","f","3","40-49","f","secondaire","autre"
"Voter 29647","0","(NP)","(NP)","(NP)","2","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","abstention","f","f","f","f","0","18-29","h","superieur","prive"
"Voter 29648","(NP)","1","(NP)","(NP)","-1","1","(NP)","(NP)","","","2","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","7","30-39","h","superieur","prive"
"Voter 29649","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","-2","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","","3","60-69","f","superieur","retraite"
"Voter 29650","(NP)","(NP)","1","0","(NP)","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","3","30-39","f","superieur","prive"
"Voter 29651","1","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","","","-2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","blanc","t","t","","f","2","50-59","f","superieur","autre"
"Voter 29652","1","(NP)","(NP)","(NP)","0","(NP)","(NP)","-1","","","-1","Nicolas Dupont-Aignan","t","f","","1","Nicolas Dupont-Aignan","f","f","","Emmanuel Macron","t","f","t","t","5","18-29","h","superieur","etudiant"
"Voter 29653","(NP)","(NP)","1","1","(NP)","(NP)","1","(NP)","","","0","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","ne se prononce pas","t","","t","","3","30-39","f","nspp","nspp"
"Voter 29654","(NP)","(NP)","1","2","(NP)","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","abstention","t","f","f","f","0","18-29","h","superieur","prive"
"Voter 29655","(NP)","(NP)","1","1","(NP)","2","(NP)","(NP)","","","1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","8","60-69","h","superieur","retraite"
"Voter 29656","2","(NP)","1","(NP)","(NP)","(NP)","0","(NP)","","","-2","abstention","f","f","","","abstention","f","f","","abstention","t","f","t","t","5","18-29","h","superieur","prive"
"Voter 29657","0","(NP)","0","(NP)","(NP)","0","(NP)","(NP)","","","0","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","f","superieur","liberal"
"Voter 29658","(NP)","(NP)","1","1","(NP)","(NP)","0","(NP)","","","-1","Emmanuel Macron","f","t","","1","Emmanuel Macron","t","f","","Emmanuel Macron","t","t","t","t","2","40-49","h","superieur","prive"
"Voter 29659","(NP)","(NP)","-1","1","(NP)","(NP)","(NP)","-1","","","1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","","t","t","t","t","3","30-39","h","superieur","prive"
"Voter 29660","1","(NP)","2","(NP)","(NP)","(NP)","1","(NP)","","","-1","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","1","40-49","h","superieur","public"
"Voter 29661","-1","(NP)","(NP)","-1","(NP)","(NP)","-2","(NP)","","","1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","","2","40-49","h","superieur","prive"
"Voter 29662","(NP)","-1","(NP)","(NP)","-1","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","t","2","18-29","h","superieur","liberal"
"Voter 29663","-1","(NP)","(NP)","(NP)","2","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","2","18-29","h","superieur","prive"
"Voter 29664","2","(NP)","(NP)","(NP)","-2","1","(NP)","(NP)","","","1","non inscrit","f","f","","1","François Fillon","f","f","","Marine Le Pen","t","t","t","t","8","18-29","h","superieur","etudiant"
