################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Questionnaire.
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants before the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what do you plan to do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: vote is a right (t = yes / f = no)
# * Column 15: vote is a duty (t = yes / f = no)
# * Column 16: vote is a chance (t = yes / f = no)
# * Column 17: vote is useful (t = yes / f = no)
# * Column 18: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 19: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 20: gender (h = male / f = female)
# * Column 21: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 22: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
Voter,Appreciation Approval,Appreciation Evaluation 0/1/2,Appreciation Evaluation 0/1/2/3,Appreciation Evaluation -1/0/1/2,Appreciation Evaluation -1/0/1,Appreciation Borda 4,Appreciation STV 4-11,Appreciation STV 1-11,Appreciation Evaluation Continuous,Appreciation Condorcet,Appreciation two round majority,official vote,vote is a right,vote is a duty,vote is a chance,vote is useful,left right,age,gender,studies,socioprofessional
Voter 14741,1,(NP),1,(NP),(NP),-1,(NP),(NP),,,-1,incertitude,,t,,,4,30-39,h,superieur,liberal
Voter 14742,(NP),(NP),0,0,(NP),0,(NP),(NP),,,-1,Benoît Hamon,,t,t,,1,18-29,h,superieur,public
Voter 14743,(NP),1,(NP),(NP),1,(NP),(NP),1,,,1,Benoît Hamon,t,t,f,t,4,60-69,h,superieur,retraite
Voter 14744,(NP),1,(NP),(NP),1,(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,prive
Voter 14745,(NP),-1,(NP),(NP),-1,(NP),(NP),-1,,,1,incertitude,t,t,f,f,1,40-49,f,superieur,prive
Voter 14746,1,(NP),(NP),-1,(NP),(NP),1,(NP),,,0,Nicolas Dupont-Aignan,t,t,t,t,6,50-59,,superieur,prive
Voter 14747,1,(NP),0,(NP),(NP),(NP),(NP),1,,,1,Emmanuel Macron,t,t,t,t,2,30-39,h,superieur,prive
Voter 14748,(NP),(NP),1,1,(NP),(NP),(NP),1,,,0,Benoît Hamon,t,t,t,,2,30-39,f,superieur,prive
Voter 14749,(NP),2,(NP),(NP),1,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,1,40-49,f,superieur,prive
Voter 14750,(NP),0,(NP),(NP),2,(NP),(NP),-1,,,-2,incertitude,t,t,t,t,3,18-29,h,superieur,liberal
Voter 14751,-2,(NP),1,(NP),(NP),(NP),1,(NP),,,1,Emmanuel Macron,t,t,t,t,8,60-69,h,superieur,retraite
Voter 14752,1,(NP),(NP),(NP),1,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,3,18-29,h,superieur,public
Voter 14753,0,(NP),1,(NP),(NP),(NP),(NP),0,,,-2,Jean-Luc Mélenchon,t,t,f,t,1,30-39,nspp,superieur,nspp
Voter 14754,(NP),0,(NP),(NP),2,(NP),(NP),2,,,2,Emmanuel Macron,t,t,t,t,2,30-39,f,superieur,liberal
Voter 14755,1,(NP),2,(NP),(NP),(NP),(NP),2,,,-2,ne se prononce pas,t,t,t,f,0,50-59,f,superieur,nspp
Voter 14756,1,(NP),-1,(NP),(NP),(NP),(NP),-1,,,-1,Emmanuel Macron,t,t,t,t,5,30-39,h,superieur,prive
Voter 14757,(NP),2,(NP),(NP),1,(NP),0,(NP),,,-2,Benoît Hamon,t,,t,,2,50-59,f,superieur,public
Voter 14758,(NP),(NP),1,1,(NP),1,(NP),(NP),,,-1,Benoît Hamon,,t,t,,1,+70,f,secondaire,retraite
Voter 14759,(NP),0,(NP),(NP),0,(NP),0,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,f,0,40-49,h,secondaire,public
Voter 14760,(NP),1,(NP),(NP),1,1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,t,0,40-49,h,superieur,autre
Voter 14761,1,(NP),1,(NP),(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,2,50-59,f,secondaire,prive
Voter 14762,-1,(NP),(NP),(NP),-2,-1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,30-39,h,superieur,public
Voter 14763,1,(NP),(NP),(NP),1,(NP),2,(NP),,,-2,Benoît Hamon,t,t,t,t,9,60-69,f,superieur,prive
Voter 14764,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Nicolas Dupont-Aignan,,,t,,3,50-59,h,superieur,liberal
Voter 14765,2,(NP),-1,(NP),(NP),(NP),-1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,50-59,h,superieur,prive
Voter 14766,1,(NP),(NP),(NP),-1,2,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,8,40-49,h,superieur,autre
Voter 14767,(NP),(NP),0,0,(NP),(NP),(NP),0,,,0,Jean-Luc Mélenchon,t,t,f,t,0,30-39,h,superieur,chomage
Voter 14768,1,(NP),(NP),1,(NP),2,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,2,30-39,f,superieur,public
Voter 14769,1,(NP),(NP),-1,(NP),(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,t,3,18-29,h,superieur,prive
Voter 14770,(NP),(NP),1,1,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,,,1,50-59,f,superieur,public
Voter 14771,(NP),1,(NP),(NP),-1,(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,f,superieur,liberal
Voter 14772,(NP),(NP),1,-1,(NP),(NP),1,(NP),,,0,Benoît Hamon,t,t,t,t,2,30-39,f,superieur,autre
Voter 14773,1,(NP),(NP),0,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,t,3,40-49,f,superieur,liberal
Voter 14774,(NP),-1,(NP),(NP),-1,-1,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,3,50-59,h,secondaire,liberal
Voter 14775,(NP),1,(NP),(NP),-2,(NP),1,(NP),,,-2,Philippe Poutou,t,t,t,t,0,18-29,h,,prive
Voter 14776,(NP),0,(NP),(NP),1,0,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,f,f,t,3,60-69,h,superieur,liberal
Voter 14777,(NP),0,(NP),(NP),1,(NP),(NP),0,,,-2,Jean-Luc Mélenchon,,,,t,0,+70,f,superieur,retraite
Voter 14778,(NP),0,(NP),(NP),0,(NP),2,(NP),,,1,Emmanuel Macron,t,t,t,,2,60-69,f,superieur,retraite
Voter 14779,2,(NP),(NP),(NP),2,(NP),(NP),-1,,,-1,Benoît Hamon,t,t,t,t,2,18-29,f,superieur,liberal
Voter 14780,1,(NP),-1,(NP),(NP),(NP),2,(NP),,,-1,incertitude,t,t,t,t,2,40-49,h,superieur,autre
Voter 14781,(NP),1,(NP),(NP),0,(NP),(NP),2,,,-1,Emmanuel Macron,t,t,t,t,3,30-39,h,superieur,prive
Voter 14782,(NP),(NP),2,2,(NP),(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,t,1,40-49,f,superieur,autre
Voter 14783,1,(NP),(NP),(NP),1,-2,(NP),(NP),,,1,Benoît Hamon,t,t,t,t,3,18-29,f,superieur,autre
Voter 14784,(NP),(NP),1,-1,(NP),(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,t,2,30-39,h,superieur,prive
Voter 14785,1,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,2,40-49,h,superieur,public
Voter 14786,0,(NP),(NP),(NP),1,(NP),(NP),1,,,0,Philippe Poutou,t,f,t,f,2,18-29,f,superieur,etudiant
Voter 14787,2,(NP),0,(NP),(NP),(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,f,1,18-29,f,superieur,etudiant
Voter 14788,-1,(NP),,(NP),(NP),(NP),(NP),1,,,-1,Benoît Hamon,,t,,,3,60-69,f,superieur,retraite
Voter 14789,2,(NP),1,(NP),(NP),(NP),2,(NP),,,-1,Jean-Luc Mélenchon,t,,,,0,50-59,h,secondaire,liberal
Voter 14790,1,(NP),0,(NP),(NP),1,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,3,40-49,h,superieur,liberal
Voter 14791,(NP),,(NP),(NP),-1,(NP),,(NP),,,1,Emmanuel Macron,t,t,t,t,3,40-49,h,superieur,public
Voter 14792,1,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,blanc,t,t,,,5,50-59,h,secondaire,public
Voter 14793,1,(NP),1,(NP),(NP),(NP),(NP),1,,,-1,blanc,t,t,f,f,6,30-39,f,superieur,prive
Voter 14794,1,(NP),(NP),0,(NP),1,(NP),(NP),,,0,Emmanuel Macron,t,t,t,t,3,60-69,h,superieur,retraite
Voter 14795,1,(NP),0,(NP),(NP),1,(NP),(NP),,,1,Emmanuel Macron,t,t,,,4,60-69,h,secondaire,liberal
Voter 14796,(NP),2,(NP),(NP),1,2,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,40-49,h,superieur,prive
Voter 14797,1,(NP),(NP),2,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,f,t,4,60-69,h,superieur,retraite
Voter 14798,1,(NP),(NP),-1,(NP),(NP),0,(NP),,,,Emmanuel Macron,t,t,t,t,2,60-69,f,superieur,retraite
Voter 14799,1,(NP),(NP),(NP),1,1,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,f,3,18-29,h,secondaire,etudiant
Voter 14800,1,(NP),(NP),2,(NP),(NP),1,(NP),,,,Emmanuel Macron,t,t,t,t,3,50-59,h,superieur,liberal
Voter 14801,(NP),1,(NP),(NP),1,(NP),2,(NP),,,-1,Emmanuel Macron,t,t,f,f,4,30-39,f,superieur,public
Voter 14802,1,(NP),(NP),1,(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,1,60-69,h,secondaire,public
Voter 14803,(NP),2,(NP),(NP),2,2,(NP),(NP),,,0,ne se prononce pas,,,,,,30-39,f,superieur,liberal
Voter 14804,0,(NP),1,(NP),(NP),(NP),0,(NP),,,-1,Jean-Luc Mélenchon,t,,t,f,2,40-49,f,superieur,prive
Voter 14805,1,(NP),(NP),-1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,,t,,,1,30-39,f,superieur,public
Voter 14806,(NP),2,(NP),(NP),1,(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,,,1,18-29,h,superieur,etudiant
Voter 14807,2,(NP),(NP),-1,(NP),1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,f,t,t,4,18-29,h,superieur,prive
Voter 14808,2,(NP),-1,(NP),(NP),2,(NP),(NP),,,-2,blanc,t,f,t,t,3,30-39,h,superieur,liberal
Voter 14809,(NP),2,(NP),(NP),2,(NP),1,(NP),,,1,Benoît Hamon,t,t,t,t,1,40-49,h,superieur,liberal
Voter 14810,1,(NP),(NP),1,(NP),1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,50-59,f,superieur,retraite
Voter 14811,1,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,,2,50-59,f,superieur,retraite
Voter 14812,(NP),(NP),1,,(NP),(NP),(NP),,,,-1,Benoît Hamon,,t,t,,0,50-59,f,superieur,public
Voter 14813,(NP),(NP),0,0,(NP),1,(NP),(NP),,,-2,Nathalie Arthaud,t,t,f,t,0,60-69,h,secondaire,retraite
Voter 14814,-1,(NP),1,(NP),(NP),(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,,2,+70,h,secondaire,retraite
Voter 14815,1,(NP),2,(NP),(NP),2,(NP),(NP),,,-1,incertitude,t,t,t,t,3,18-29,h,superieur,etudiant
Voter 14816,0,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Benoît Hamon,f,t,t,t,7,50-59,h,secondaire,liberal
Voter 14817,(NP),0,(NP),(NP),0,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,50-59,h,superieur,chomage
Voter 14818,2,(NP),1,(NP),(NP),(NP),0,(NP),,,-2,incertitude,t,t,t,f,2,18-29,f,superieur,public
Voter 14819,1,(NP),(NP),(NP),1,(NP),(NP),1,,,-2,Benoît Hamon,t,t,t,t,1,18-29,f,superieur,public
Voter 14820,(NP),(NP),1,2,(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,,0,50-59,f,superieur,autre
Voter 14821,(NP),1,(NP),(NP),1,(NP),0,(NP),,,2,François Fillon,f,t,t,t,8,60-69,h,superieur,retraite
Voter 14822,(NP),1,(NP),(NP),2,2,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,1,18-29,f,superieur,prive
Voter 14823,1,(NP),(NP),-1,(NP),(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,3,50-59,f,superieur,prive
Voter 14824,1,(NP),(NP),(NP),-1,(NP),1,(NP),,,-1,ne se prononce pas,t,t,,,3,60-69,f,superieur,retraite
Voter 14825,(NP),(NP),-2,2,(NP),(NP),(NP),2,,,0,Emmanuel Macron,t,f,t,t,6,30-39,h,superieur,liberal
Voter 14826,1,(NP),(NP),1,(NP),1,(NP),(NP),,,-1,Emmanuel Macron,t,,t,t,2,60-69,h,superieur,retraite
Voter 14827,1,(NP),,(NP),(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,,,t,,2,60-69,f,superieur,retraite
Voter 14828,(NP),(NP),1,1,(NP),1,(NP),(NP),,,-1,Emmanuel Macron,,,,,4,50-59,h,superieur,chomage
Voter 14829,(NP),(NP),2,1,(NP),2,(NP),(NP),,,-1,Benoît Hamon,t,t,t,t,3,30-39,h,superieur,prive
Voter 14830,(NP),,(NP),(NP),1,-1,(NP),(NP),,,-1,Benoît Hamon,t,f,t,t,3,18-29,h,superieur,prive
Voter 14831,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-1,non inscrit,t,f,t,t,0,18-29,nspp,secondaire,etudiant
Voter 14832,1,(NP),(NP),(NP),1,1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,2,50-59,f,superieur,autre
Voter 14833,(NP),1,(NP),(NP),-1,2,(NP),(NP),,,0,Benoît Hamon,t,t,t,t,0,30-39,h,superieur,liberal
Voter 14834,2,(NP),(NP),(NP),1,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,1,60-69,h,superieur,public
Voter 14835,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,t,5,60-69,f,secondaire,retraite
Voter 14836,1,(NP),2,(NP),(NP),2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,40-49,f,superieur,public
Voter 14837,1,(NP),(NP),2,(NP),(NP),(NP),-1,,,-2,Benoît Hamon,t,t,t,t,2,30-39,h,superieur,public
Voter 14838,1,(NP),(NP),2,(NP),2,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,4,30-39,f,superieur,public
Voter 14839,(NP),(NP),1,1,(NP),(NP),-1,(NP),,,1,Emmanuel Macron,t,,t,t,4,60-69,h,superieur,retraite
Voter 14840,(NP),(NP),-1,-1,(NP),(NP),(NP),1,,,1,Emmanuel Macron,t,t,t,t,6,+70,h,superieur,retraite
Voter 14841,1,(NP),1,(NP),(NP),(NP),2,(NP),,,-1,Emmanuel Macron,t,t,t,t,2,50-59,f,superieur,retraite
Voter 14842,(NP),(NP),2,2,(NP),(NP),(NP),0,,,-1,Emmanuel Macron,t,t,t,t,4,30-39,h,superieur,public
Voter 14843,(NP),1,(NP),(NP),1,(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,,5,40-49,f,superieur,public
Voter 14844,0,(NP),(NP),0,(NP),0,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,5,+70,f,secondaire,prive
Voter 14845,0,(NP),0,(NP),(NP),0,(NP),(NP),,,0,Benoît Hamon,t,t,t,t,2,50-59,h,superieur,public
Voter 14846,0,(NP),(NP),(NP),-2,(NP),(NP),1,,,0,incertitude,t,t,t,t,5,18-29,f,superieur,prive
Voter 14847,1,(NP),1,(NP),(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,f,4,30-39,h,superieur,public
Voter 14848,1,(NP),(NP),(NP),-2,0,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,,0,60-69,f,secondaire,retraite
Voter 14849,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,f,3,40-49,h,superieur,prive
Voter 14850,1,(NP),(NP),-1,(NP),(NP),2,(NP),,,1,Benoît Hamon,t,t,,t,7,40-49,f,superieur,public
Voter 14851,2,(NP),(NP),(NP),-1,1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,+70,f,superieur,retraite
Voter 14852,(NP),(NP),0,1,(NP),(NP),(NP),-1,,,-1,Benoît Hamon,t,f,f,t,2,50-59,h,superieur,public
Voter 14853,1,(NP),-1,(NP),(NP),(NP),1,(NP),,,-2,Benoît Hamon,t,t,t,t,3,60-69,f,superieur,liberal
Voter 14854,1,(NP),(NP),,(NP),(NP),(NP),,,,,Benoît Hamon,t,,t,f,8,50-59,f,superieur,autre
Voter 14855,1,(NP),(NP),(NP),-2,(NP),(NP),1,,,1,François Fillon,,t,t,,7,50-59,h,superieur,prive
Voter 14856,2,(NP),(NP),(NP),1,(NP),2,(NP),,,2,Emmanuel Macron,t,f,t,t,2,nspp,nspp,superieur,nspp
Voter 14857,(NP),(NP),1,2,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,18-29,f,superieur,autre
Voter 14858,(NP),(NP),2,1,(NP),(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,,0,+70,nspp,superieur,retraite
Voter 14859,(NP),1,(NP),(NP),1,2,(NP),(NP),,,-1,François Asselineau,t,t,t,,3,40-49,h,superieur,prive
Voter 14860,0,(NP),(NP),(NP),1,1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,f,t,t,1,30-39,h,superieur,public
Voter 14861,1,(NP),(NP),(NP),0,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,,t,,4,60-69,f,superieur,retraite
Voter 14862,1,(NP),(NP),2,(NP),(NP),-1,(NP),,,-1,Emmanuel Macron,t,t,t,t,3,60-69,h,superieur,retraite
Voter 14863,1,(NP),1,(NP),(NP),-1,(NP),(NP),,,-1,Benoît Hamon,t,,t,,3,18-29,f,superieur,public
Voter 14864,(NP),(NP),1,1,(NP),(NP),0,(NP),,,-2,Jean-Luc Mélenchon,t,f,t,t,4,40-49,h,superieur,prive
Voter 14865,(NP),2,(NP),(NP),2,(NP),0,(NP),,,0,Benoît Hamon,t,t,t,t,1,50-59,f,superieur,prive
Voter 14866,(NP),1,(NP),(NP),1,-1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,f,5,40-49,f,nspp,autre
Voter 14867,(NP),2,(NP),(NP),1,(NP),(NP),1,,,-1,incertitude,t,t,t,t,2,40-49,f,superieur,autre
Voter 14868,(NP),1,(NP),(NP),0,(NP),,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,f,1,60-69,f,secondaire,retraite
Voter 14869,(NP),(NP),1,1,(NP),2,(NP),(NP),,,-1,Benoît Hamon,t,t,t,f,1,18-29,f,superieur,public
Voter 14870,(NP),(NP),-1,-1,(NP),(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,t,2,60-69,h,superieur,public
Voter 14871,1,(NP),(NP),(NP),1,(NP),1,(NP),,,0,Jean-Luc Mélenchon,,,,f,2,30-39,f,secondaire,autre
Voter 14872,0,(NP),(NP),(NP),0,(NP),0,(NP),,,1,ne se prononce pas,t,t,t,t,5,nspp,nspp,nspp,nspp
Voter 14873,(NP),2,(NP),(NP),1,(NP),1,(NP),,,1,Emmanuel Macron,t,t,f,t,7,+70,h,secondaire,retraite
Voter 14874,1,(NP),(NP),2,(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,0,50-59,h,superieur,chomage
Voter 14875,2,(NP),(NP),(NP),-1,2,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,4,40-49,h,superieur,public
Voter 14876,1,(NP),(NP),(NP),-1,0,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,5,50-59,f,secondaire,autre
Voter 14877,1,(NP),(NP),1,(NP),(NP),-2,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,50-59,h,superieur,liberal
Voter 14878,1,(NP),1,(NP),(NP),(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,,,1,30-39,h,superieur,public
Voter 14879,(NP),(NP),1,1,(NP),(NP),-1,(NP),,,-2,Benoît Hamon,t,t,t,t,4,40-49,h,superieur,liberal
Voter 14880,2,(NP),(NP),(NP),1,(NP),(NP),1,,,,incertitude,t,t,,t,3,60-69,f,superieur,public
Voter 14881,1,(NP),(NP),2,(NP),(NP),(NP),1,,,-1,François Fillon,t,t,t,f,8,50-59,h,secondaire,prive
Voter 14882,(NP),(NP),2,2,(NP),(NP),(NP),-1,,,-1,Jean-Luc Mélenchon,t,t,t,t,1,40-49,h,superieur,public
Voter 14883,(NP),0,(NP),(NP),-1,(NP),(NP),0,,,0,incertitude,t,t,t,t,5,50-59,f,superieur,liberal
Voter 14884,1,(NP),(NP),(NP),1,(NP),(NP),-1,,,-1,Jean-Luc Mélenchon,t,,,,1,18-29,f,superieur,prive
Voter 14885,1,(NP),(NP),0,(NP),(NP),2,(NP),,,-1,Emmanuel Macron,t,t,t,,3,+70,f,superieur,retraite
Voter 14886,1,(NP),(NP),(NP),1,(NP),(NP),2,,,-2,Benoît Hamon,t,,,t,5,30-39,h,superieur,prive
Voter 14887,(NP),-2,(NP),(NP),-2,0,(NP),(NP),,,0,Benoît Hamon,t,t,t,f,2,30-39,h,superieur,prive
Voter 14888,1,(NP),(NP),(NP),1,(NP),(NP),2,,,-2,Benoît Hamon,t,t,t,t,2,50-59,h,superieur,autre
Voter 14889,1,(NP),2,(NP),(NP),1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,f,f,2,50-59,h,superieur,prive
Voter 14890,(NP),(NP),0,0,(NP),(NP),-1,(NP),,,1,Benoît Hamon,t,t,t,t,2,30-39,f,superieur,liberal
Voter 14891,-2,(NP),(NP),(NP),2,(NP),(NP),1,,,-2,Emmanuel Macron,t,t,t,t,5,40-49,f,superieur,liberal
Voter 14892,1,(NP),1,(NP),(NP),(NP),1,(NP),,,-1,incertitude,,,t,,3,+70,f,superieur,retraite
Voter 14893,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,30-39,f,superieur,liberal
Voter 14894,(NP),0,(NP),(NP),0,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,f,f,f,1,30-39,nspp,superieur,nspp
Voter 14895,(NP),1,(NP),(NP),1,2,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,f,5,40-49,h,primaire,prive
Voter 14896,-1,(NP),(NP),-2,(NP),2,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,4,30-39,h,superieur,chomage
Voter 14897,(NP),1,(NP),(NP),-1,(NP),2,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,50-59,f,superieur,prive
Voter 14898,1,(NP),(NP),(NP),1,(NP),2,(NP),,,-2,François Asselineau,t,t,f,f,,18-29,f,superieur,etudiant
Voter 14899,0,(NP),(NP),(NP),-1,(NP),1,(NP),,,1,Jean-Luc Mélenchon,t,t,,,3,40-49,f,superieur,autre
Voter 14900,(NP),2,(NP),(NP),2,(NP),(NP),0,,,-1,Benoît Hamon,t,t,t,t,2,40-49,f,superieur,public
Voter 14901,(NP),(NP),-1,-1,(NP),(NP),(NP),1,,,-1,Emmanuel Macron,t,f,t,t,4,18-29,f,superieur,etudiant
Voter 14902,1,(NP),1,(NP),(NP),(NP),2,(NP),,,-1,Benoît Hamon,t,t,t,t,3,30-39,f,superieur,public
Voter 14903,(NP),(NP),1,1,(NP),(NP),-2,(NP),,,1,François Fillon,t,t,t,t,7,50-59,h,secondaire,prive
Voter 14904,(NP),1,(NP),(NP),1,(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,f,f,t,4,30-39,h,superieur,prive
Voter 14905,1,(NP),1,(NP),(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,9,60-69,f,superieur,liberal
Voter 14906,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,t,8,60-69,f,superieur,retraite
Voter 14907,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,,2,30-39,f,secondaire,nspp
Voter 14908,(NP),(NP),1,2,(NP),-1,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,5,40-49,h,superieur,liberal
Voter 14909,0,(NP),(NP),1,(NP),(NP),(NP),1,,,-1,incertitude,t,t,t,f,7,18-29,f,superieur,public
Voter 14910,(NP),1,(NP),(NP),1,(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,t,6,18-29,h,superieur,prive
Voter 14911,1,(NP),(NP),1,(NP),(NP),(NP),0,,,-1,Emmanuel Macron,t,t,t,t,4,40-49,h,superieur,prive
Voter 14912,1,(NP),1,(NP),(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,,,2,60-69,h,superieur,liberal
Voter 14913,(NP),(NP),1,1,(NP),(NP),(NP),-1,,,1,Jean-Luc Mélenchon,t,f,t,t,1,18-29,h,superieur,etudiant
Voter 14914,(NP),(NP),-1,-1,(NP),(NP),2,(NP),,,2,Emmanuel Macron,t,t,t,t,6,40-49,h,superieur,prive
Voter 14915,(NP),1,(NP),(NP),1,(NP),1,(NP),,,-2,Philippe Poutou,t,,t,t,0,50-59,f,superieur,public
